Website,has_https,ssl_valid,ssl_expiry_days,ssl_issuer,domain_age_days,whois_info_available,organization_name,url_length,num_dots,num_hyphens,has_ip_in_url,num_special_chars,tld_type,num_iframes,num_forms,num_external_links,has_login_keyword,has_privacy_policy,has_contact_page,num_suspicious_keywords,has_hsts_header,has_x_frame_options,has_csp,has_x_content_type_options,secure_label
https://gvt2.com,0,0,0,,6437,1,Google LLC,16,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://adobe.com,1,1,138,DigiCert Inc,14215,1,Adobe Inc.,17,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://doubleverify.com,1,1,87,Let's Encrypt,6635,1,,24,1,0,0,0,com,0,2,16,1,1,1,0,1,0,1,0,1
https://uol.com.br,1,1,142,DigiCert Inc,10769,1,,18,2,0,0,0,br,0,1,565,1,0,1,0,1,0,1,0,1
https://google.com.br,1,1,58,Google Trust Services,9650,1,,21,2,0,0,0,br,0,1,32,1,1,0,0,0,1,0,0,1
https://tsyndicate.com,1,1,54,Let's Encrypt,3145,1,"Domains By Proxy, LLC",22,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://ladepeche.fr,1,1,224,Gandi SAS,9298,1,,20,1,0,0,0,fr,1,4,94,1,0,1,0,1,1,1,0,1
https://tiktokcdn.com,0,0,0,,2949,1,TIKTOK LTD,21,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://india.com,1,1,32,DigiCert Inc,10293,1,"Domains By Proxy, LLC",17,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://pixabay.com,1,1,63,Google Trust Services,5489,1,Canva Pty Ltd,19,1,0,0,0,com,0,0,0,0,0,0,1,0,1,0,1,1
https://forebet.com,1,1,31,Google Trust Services,5883,1,"Domains By Proxy, LLC",19,1,0,0,0,com,0,0,1,0,0,0,0,0,1,0,0,1
https://xhaccess.com,1,1,49,Let's Encrypt,1799,1,"Domain Protection Services, Inc.",20,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://zdnscloud.cn,0,0,0,,5545,1,,20,1,0,0,0,cn,0,0,0,0,0,0,0,0,0,0,0,1
https://123tt.ru,0,0,0,,720,1,,16,1,0,0,0,ru,0,0,0,0,0,0,0,0,0,0,0,1
https://themeforest.net,1,1,74,Google Trust Services,6535,1,"Shutterstock, Inc.",23,1,0,0,0,net,2,21,71,1,1,1,0,1,1,0,1,1
https://behance.net,1,1,52,Let's Encrypt,7285,1,Adobe Inc.,19,1,0,0,0,net,0,0,0,0,0,0,0,0,0,0,0,1
https://seedtag.com,1,1,43,Let's Encrypt,4426,1,Privacy service provided by Withheld for Privacy ehf,19,1,0,0,0,com,0,0,25,1,1,1,12,0,0,0,0,1
https://mundodeportivo.com,1,1,23,Let's Encrypt,8163,1,"EL MUNDO DEPORTIVO, S.A.",26,1,0,0,0,com,1,2,240,1,1,1,0,0,1,0,0,1
https://afternic.com,1,1,42,"GoDaddy.com, Inc.",9716,1,"Domains By Proxy, LLC",20,1,0,0,0,com,0,0,37,1,1,1,2,0,0,0,0,1
https://adrta.com,1,1,293,DigiCert Inc,5231,1,Identity Protection Service,17,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://indianbfvideos.com,1,1,43,Google Trust Services,2682,1,DATA REDACTED,26,1,0,0,0,com,0,1,109,1,0,0,19,1,1,0,1,1
https://twitter.com,1,1,85,Let's Encrypt,9401,1,,19,1,0,0,0,com,0,1,6,1,1,0,4,1,1,1,1,1
https://croxyproxy.com,1,1,76,Google Trust Services,3172,1,Whois Privacy (enumDNS dba),22,1,0,0,0,com,0,0,0,0,0,0,0,0,1,0,1,1
https://eroterest.net,0,0,0,,4861,1,"Domains By Proxy, LLC",21,1,0,0,0,net,0,0,0,0,0,0,0,0,0,0,0,1
https://springer.com,1,1,40,Let's Encrypt,10369,1,Springer Nature B.V.,20,1,0,0,0,com,1,0,19,0,1,1,0,1,0,0,0,1
https://gelbooru.com,1,1,55,Google Trust Services,6720,1,Proxy Protection LLC,20,1,0,0,0,com,0,1,1,1,0,0,0,0,1,0,0,1
https://zoho.com,1,1,369,Sectigo Limited,7945,1,ZOHO Corporation Private Limited,16,1,0,0,0,com,0,0,1,1,1,0,0,1,0,0,1,1
https://33across.com,1,1,45,Let's Encrypt,6593,1,"Domains By Proxy, LLC",20,1,0,0,0,com,0,0,0,0,0,0,0,0,1,0,1,1
https://gartner.com,1,1,109,Amazon,11540,1,,19,1,0,0,0,com,0,0,0,0,0,0,0,0,1,0,1,1
https://huawei.com,0,0,0,,9411,1,华为技术有限公司,18,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://cnbc.com,1,1,129,DigiCert Inc,10245,1,"NBCUniversal Media, LLC",16,1,0,0,0,com,0,1,293,1,1,1,3,0,0,1,0,1
https://apigee.net,0,0,0,,6055,1,Google LLC,18,1,0,0,0,net,0,0,0,0,0,0,0,0,0,0,0,1
https://withgoogle.com,1,1,58,Google Trust Services,6178,1,Google LLC,22,1,0,0,0,com,0,1,32,1,1,0,0,0,1,0,0,1
https://azure-api.net,0,0,0,,4299,1,,21,1,1,0,0,net,0,0,0,0,0,0,0,0,0,0,0,1
https://pubmatic.com,1,1,64,Amazon,6868,1,"Domains By Proxy, LLC",20,1,0,0,0,com,2,2,24,1,1,1,0,1,1,0,1,1
https://onet.pl,1,1,191,DigiCert Inc,10710,1,,15,1,0,0,0,pl,2,1,144,1,0,1,0,0,0,0,1,1
https://creativecommons.org,1,1,53,Google Trust Services,9041,1,,27,1,0,0,0,org,1,1,24,0,1,1,0,0,0,0,0,1
https://iso.org,0,0,0,,10905,1,,15,1,0,0,0,org,0,0,0,0,0,0,0,0,0,0,0,1
https://afribaba.com,1,1,63,Google Trust Services,6144,1,TEMGO BI Inc,20,1,0,0,0,com,0,0,0,0,0,0,0,1,1,0,1,1
https://mediafire.com,1,1,285,Sectigo Limited,8468,1,,21,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://redtube.com,1,1,240,DigiCert Inc,7223,1,Whois Privacy (enumDNS dba),19,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://360safe.com,0,0,0,,7094,1,"Domains By Proxy, LLC",19,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://tktube.com,1,1,56,Google Trust Services,2313,1,Privacy service provided by Withheld for Privacy ehf,18,1,0,0,0,com,0,0,0,0,0,0,0,0,1,0,1,1
https://baidu.com,0,0,0,,9503,1,北京百度网讯科技有限公司,17,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://messenger.com,1,1,7,DigiCert Inc,9845,1,"Meta Platforms, Inc.",21,1,0,0,0,com,0,1,43,1,1,1,0,1,0,1,1,1
https://seznam.cz,1,1,60,Let's Encrypt,10603,1,,17,1,0,0,0,cz,0,2,325,1,1,0,0,1,1,1,0,1
https://coupang.com,1,1,294,Amazon,5626,1,Identity Protection Service,19,1,0,0,0,com,0,0,1,0,0,0,0,1,0,1,0,1
https://who.int,1,1,81,Google Trust Services,0,0,,15,1,0,0,0,int,1,0,25,1,1,1,0,1,1,1,1,1
https://admin.ch,1,1,123,DigiCert Inc,0,0,,16,1,0,0,0,ch,0,0,0,0,0,0,0,0,0,0,0,1
https://markmonitor.com,1,1,213,DigiCert Inc,9675,1,Markmonitor Inc.,23,1,0,0,0,com,0,0,0,0,0,0,0,0,1,0,1,1
https://reg.ru,1,1,23,GlobalSign nv-sa,7291,1,"Registrator domennih imen REG.RU, LLC",14,1,0,0,0,ru,0,0,0,0,0,0,0,0,0,0,0,1
https://youporn.com,1,1,206,DigiCert Inc,7259,1,Whois Privacy (enumDNS dba),19,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://chinamobile.com,0,0,0,,9542,1,,23,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://simontokx.asia,0,0,0,,261,1,Privacy service provided by Withheld for Privacy ehf,22,1,0,0,0,asia,0,0,0,0,0,0,0,0,0,0,0,1
https://torob.com,1,1,157,Unizeto Technologies S.A.,7587,1,Registrant of torob.com,17,1,0,0,0,com,0,1,2,1,0,1,0,1,1,0,0,1
https://google.co.in,1,1,58,Google Trust Services,8152,1,Google LLC,20,2,0,0,0,in,0,1,32,1,1,0,0,0,1,0,0,1
https://5movierulz.salon,0,0,0,,0,0,,24,1,0,0,0,salon,0,0,0,0,0,0,0,0,0,0,0,1
https://xn--72c6c2a3an.com,1,1,74,Let's Encrypt,1051,1,"Domains By Proxy, LLC",26,1,2,0,0,com,0,1,5,0,0,1,91,0,0,0,0,1
https://nic.io,1,1,145,Sectigo Limited,8068,1,,14,1,0,0,0,io,0,2,1,1,1,1,0,0,0,0,0,1
https://yale.edu,1,1,10,Certainly,14095,1,,16,1,0,0,0,edu,1,6,57,1,1,1,9,1,1,0,1,1
https://sc-gw.com,0,0,0,,2753,1,DNStination Inc.,17,1,1,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://snaptik.app,1,1,39,Google Trust Services,0,0,,19,1,0,0,0,app,0,1,4,0,1,1,0,0,1,0,1,1
https://discord.gg,1,1,41,Google Trust Services,3886,1,,18,1,0,0,0,gg,0,0,52,1,1,1,0,1,1,1,1,1
https://edgekey.net,0,0,0,,8780,1,"Akamai Technologies, Inc.",19,1,0,0,0,net,0,0,0,0,0,0,0,0,0,0,0,1
https://ixxx.com,1,1,45,Google Trust Services,9888,1,REDACTED FOR PRIVACY,16,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://avsxappcaptiveportal.com,0,0,0,,898,1,"Amazon Technologies, Inc.",32,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://an1.com,1,1,111,Sectigo Limited,9991,1,"Domains By Proxy, LLC",15,1,0,0,0,com,0,1,7,1,1,0,0,1,0,0,0,1
https://licdn.com,0,0,0,,5349,1,LinkedIn Corporation,17,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://vecdnlb.com,0,0,0,,1521,1,,19,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://oolveri.com,1,1,37,Google Trust Services,1479,1,DATA REDACTED,19,1,0,0,0,com,1,3,82,1,1,0,16,1,1,0,1,1
https://senderscore.com,1,1,200,Amazon,7626,1,Identity Protection Service,23,1,0,0,0,com,1,1,17,0,1,1,1,1,0,1,0,1
https://usercontent.goog,1,1,58,Google Trust Services,0,0,,24,1,0,0,0,goog,0,0,1,0,0,0,0,0,0,0,0,1
https://gmail.com,1,1,58,Google Trust Services,11024,1,Google LLC,17,1,0,0,0,com,0,2,4,1,1,0,2,1,1,1,1,1
https://yellowblue.io,0,0,0,,1944,1,,21,1,0,0,0,io,0,0,0,0,0,0,0,0,0,0,0,1
https://getbootstrap.com,1,1,66,Google Trust Services,5029,1,"Domains By Proxy, LLC",24,1,0,0,0,com,0,0,26,0,0,1,0,1,0,0,1,1
https://pbs.org,1,1,76,Let's Encrypt,11140,1,,15,1,0,0,0,org,0,2,57,1,1,1,0,0,0,1,0,1
https://bb2r.com,1,1,46,Google Trust Services,0,0,,16,1,0,0,0,com,0,0,1,0,1,1,0,0,0,0,0,1
https://xxxbfvideos.to,1,1,62,Google Trust Services,560,1,Redacted for Privacy Purposes,22,1,0,0,0,to,0,0,0,0,0,0,1,1,1,0,1,1
https://a-mo.net,1,1,385,Amazon,2961,1,,16,1,1,0,0,net,0,0,0,0,0,0,0,0,0,0,0,1
https://tiktokv.us,0,0,0,,913,1,,18,1,0,0,0,us,0,0,0,0,0,0,0,0,0,0,0,1
https://kunlungr.com,0,0,0,,4103,1,,20,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://fiverr.com,1,1,78,Google Trust Services,5792,1,"Domains By Proxy, LLC",18,1,0,0,0,com,0,3,60,1,1,1,17,1,0,0,0,1
https://statista.com,1,1,265,Amazon,7233,1,Statista GmbH,20,1,0,0,0,com,1,4,39,1,1,1,16,1,1,1,1,1
https://bookmyshow.com,1,1,265,Entrust Limited,6813,1,"Domains By Proxy, LLC",22,1,0,0,0,com,0,0,1,0,0,0,0,1,1,0,1,1
https://sina.com.cn,1,1,76,DigiCert Inc,9829,1,,19,2,0,0,0,cn,0,0,0,0,0,0,0,0,0,0,0,1
https://namasha.com,1,1,239,Sectigo Limited,4073,1,"Whois Privacy Protection Service, Inc.",19,1,0,0,0,com,0,2,110,1,1,1,0,0,0,0,0,1
https://suumo.jp,1,1,173,"DigiCert, Inc.",1660,1,,16,1,0,0,0,jp,0,8,51,1,0,0,6,1,0,0,0,1
https://foggymorningmist.com,0,0,0,,316,1,"Domains By Proxy, LLC",28,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://ggpht.com,0,0,0,,6484,1,Google LLC,17,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://merkur.de,1,1,66,Let's Encrypt,0,0,,17,1,0,0,0,de,1,1,250,1,0,1,1,0,0,0,0,1
https://youjizz.com,1,1,80,Sectigo Limited,6570,1,Whois Privacy (enumDNS dba),19,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://akamaihd.net,0,0,0,,5877,1,"Akamai Technologies, Inc.",20,1,0,0,0,net,0,0,0,0,0,0,0,0,0,0,0,1
https://smilewanted.com,1,1,71,Google Trust Services,3665,1,,23,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://bt.dk,1,1,361,Amazon,10204,1,,13,1,0,0,0,dk,0,0,0,0,0,1,0,1,0,0,0,1
https://safety.google,1,1,58,Google Trust Services,0,0,,21,1,0,0,0,google,1,0,14,1,1,0,6,0,0,1,1,1
https://cdc.gov,1,1,213,DigiCert Inc,10243,1,REDACTED FOR PRIVACY,15,1,0,0,0,gov,0,3,148,1,1,1,4,1,0,0,0,1
https://binance.com,1,1,87,DigiCert Inc,3121,1,DNStination Inc.,19,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://vivo.com.cn,1,1,259,"DigiCert, Inc.",5742,1,,19,2,0,0,0,cn,0,0,206,1,1,1,3,0,0,0,0,1
https://lijit.com,1,1,99,Amazon,7028,1,"Domains By Proxy, LLC",17,1,0,0,0,com,0,0,3,0,0,1,0,0,0,0,0,1
https://mangabuff.ru,1,1,51,Let's Encrypt,981,1,,20,1,0,0,0,ru,0,0,0,0,0,1,0,0,0,0,0,1
https://24h.com.vn,1,1,29,GlobalSign nv-sa,0,0,,18,2,0,0,0,vn,0,0,360,1,0,0,0,0,0,0,0,1
https://1c.ru,1,1,189,GlobalSign nv-sa,10566,1,"""1C"" LLC",13,1,0,0,0,ru,0,0,65,0,0,0,0,1,1,1,0,1
https://goskope.com,0,0,0,,4771,1,"Domain Protection Services, Inc.",19,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://syosetu.com,1,1,368,"Cybertrust Japan Co., Ltd.",7091,1,REDACTED FOR PRIVACY,19,1,0,0,0,com,0,1,419,1,1,0,0,0,1,0,0,1
https://bytefcdn-ttpeu.com,0,0,0,,940,1,Lemon Inc,26,1,1,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://gekso.xyz,1,1,80,Google Trust Services,2716,1,Whois Privacy Corp.,17,1,0,0,0,xyz,0,1,0,0,0,0,38,1,0,0,1,1
https://psiphon.news,1,1,36,Google Trust Services,0,0,,20,1,0,0,0,news,0,0,1,0,1,0,0,0,0,0,0,1
https://fc2.com,1,1,263,DigiCert Inc,9648,1,,15,1,0,0,0,com,2,0,34,1,1,1,3,0,1,1,1,1
https://snapchat.com,1,1,271,DigiCert Inc,4980,1,DNStination Inc.,20,1,0,0,0,com,0,0,44,1,1,0,0,1,1,1,0,1
https://firefox.com,1,1,56,Let's Encrypt,9874,1,Mozilla Corporation,19,1,0,0,0,com,0,0,31,0,1,0,0,1,1,1,1,1
https://conectate.com.do,1,1,79,Google Trust Services,5955,1,,24,2,0,0,0,do,0,1,122,0,0,1,0,0,1,0,0,1
https://tbank.ru,1,1,224,GlobalSign nv-sa,2171,1,AO TBank,16,1,0,0,0,ru,1,0,43,1,1,1,0,0,0,1,0,1
https://rexporn.sex,1,1,32,Google Trust Services,1552,1,"['N/A', 'REDACTED FOR PRIVACY']",19,1,0,0,0,sex,0,1,67,1,0,0,4,0,0,0,0,1
https://pinimg.com,1,1,309,DigiCert Inc,5621,1,DNStination Inc.,18,1,0,0,0,com,0,0,1,1,1,1,0,1,1,1,1,1
https://geobasket.ru,0,0,0,,723,1,"LLC ""RWB""",20,1,0,0,0,ru,0,0,0,0,0,0,0,0,0,0,0,1
https://yahoodns.net,0,0,0,,6114,1,Yahoo Assets LLC,20,1,0,0,0,net,0,0,0,0,0,0,0,0,0,0,0,1
https://nist.gov,1,1,52,Let's Encrypt,10243,1,REDACTED FOR PRIVACY,16,1,0,0,0,gov,2,1,32,1,1,1,9,1,1,1,1,1
https://googletagservices.com,0,0,0,,6148,1,Google LLC,29,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://elconfidencial.com,1,1,127,GlobalSign nv-sa,9159,1,,26,1,0,0,0,com,2,1,407,1,1,0,0,1,1,1,1,1
https://sattamatkano1.me,1,1,85,Let's Encrypt,835,1,,24,1,0,0,0,me,0,0,0,0,0,1,0,0,0,0,0,1
https://testbook.com,1,1,91,Sectigo Limited,7953,1,"Domain Protection Services, Inc.",20,1,0,0,0,com,2,1,22,1,1,1,0,0,1,0,0,1
https://yieldmo.com,1,1,87,Let's Encrypt,4882,1,"Yieldmo, Inc.",19,1,0,0,0,com,1,0,3,1,1,1,0,0,0,0,0,1
https://imgsmail.ru,1,1,164,GlobalSign nv-sa,6175,1,OBShchESTVO S OGRANIChENNOY OTVETSTVENNOSTU VK,19,1,0,0,0,ru,0,0,0,1,0,0,0,0,1,1,1,1
https://hitomi.la,1,1,61,Let's Encrypt,4019,1,,17,1,0,0,0,la,0,0,0,0,0,0,0,0,0,0,0,1
https://alphonso.tv,1,1,49,Let's Encrypt,4764,1,"['Alphonso Inc', 'REDACTED FOR PRIVACY']",19,1,0,0,0,tv,0,0,3,1,1,1,0,1,0,0,0,1
https://adjust.com,1,1,174,DigiCert Inc,10979,1,,18,1,0,0,0,com,0,0,12,1,1,1,0,1,1,0,0,1
https://playtime.com.ph,1,1,45,Let's Encrypt,0,0,,23,2,0,0,0,ph,0,0,1,0,0,0,0,0,1,0,0,1
https://aternos.org,1,1,78,Google Trust Services,4434,1,Aternos GmbH,19,1,0,0,0,org,0,0,0,0,0,0,0,1,1,0,1,1
https://bytefcdn.com,0,0,0,,2304,1,,20,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://nease.net,0,0,0,,10331,1,广州网易计算机系统有限公司,17,1,0,0,0,net,0,0,0,0,0,0,0,0,0,0,0,1
https://hostgator.com,1,1,47,Google Trust Services,8396,1,REDACTED FOR PRIVACY,21,1,0,0,0,com,0,0,0,1,0,1,4,0,1,0,1,1
https://ntp.br,1,1,48,Let's Encrypt,6904,1,,14,1,0,0,0,br,3,0,42,0,0,0,0,1,0,0,0,1
https://shein.com,1,1,156,"DigiCert, Inc.",10137,1,,17,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://goodreturns.in,1,1,36,Google Trust Services,5211,1,Greynium Information Technologies Pvt Ltd,22,1,0,0,0,in,0,0,1,0,0,0,0,1,1,0,0,1
https://ctmail.com,0,0,0,,9932,1,REDACTED FOR PRIVACY,18,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://xhcdn.com,1,1,71,Let's Encrypt,5294,1,,17,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://cnet.com,1,1,82,Let's Encrypt,11550,1,,16,1,0,0,0,com,0,1,29,1,1,1,148,1,0,0,0,1
https://taktube.net,1,1,80,Let's Encrypt,1508,1,Privacy service provided by Withheld for Privacy ehf,19,1,0,0,0,net,0,4,101,1,0,0,0,1,1,0,1,1
https://lichess.org,1,1,77,Let's Encrypt,5604,1,,19,1,0,0,0,org,0,1,1,1,1,1,0,1,1,0,0,1
https://typeform.com,1,1,282,Amazon,8520,1,Identity Protection Service,20,1,0,0,0,com,1,0,43,1,0,1,0,0,0,0,0,1
https://letsencrypt.org,1,1,51,Let's Encrypt,4120,1,,23,1,0,0,0,org,1,0,97,0,1,1,0,1,1,1,1,1
https://gofundme.com,1,1,340,Amazon,5748,1,"Domains By Proxy, LLC",20,1,0,0,0,com,0,0,14,1,1,1,19,1,0,0,0,1
https://datadoghq.com,1,1,257,DigiCert Inc,5579,1,Redacted for Privacy Purposes,21,1,0,0,0,com,2,1,451,1,1,1,0,1,1,1,1,1
https://latimes.com,1,1,252,Amazon,12729,1,NantMedia Holdings LLC,19,1,0,0,0,com,0,2,832,1,1,1,3,1,1,1,0,1
https://ui-dns.com,0,0,0,,5453,1,1&1 Internet AG,18,1,1,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://avast.com,1,1,178,DigiCert Inc,10239,1,"Gen Digital, Inc",17,1,0,0,0,com,0,0,93,1,1,1,0,1,1,0,1,1
https://marca.com,1,1,178,Sectigo Limited,10447,1,"UNIDAD EDITORIAL INFORMACION DEPORTIVA, S.L.U",17,1,0,0,0,com,0,1,582,1,1,1,0,0,0,0,0,1
https://hilton.com,1,1,345,DigiCert Inc,11287,1,Hilton International Holding LLC,18,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://theguardian.com,1,1,386,GlobalSign nv-sa,11427,1,"Domains By Proxy, LLC",23,1,0,0,0,com,0,2,54,1,1,1,4,1,1,1,1,1
https://epfindia.gov.in,0,0,0,,7962,1,Employees' Provident Fund Organisation,23,2,0,0,0,in,0,0,78,1,1,1,1,0,1,0,0,1
https://nginx.org,1,1,7,Let's Encrypt,7603,1,,17,1,0,0,0,org,0,0,15,0,0,0,0,1,0,0,0,1
https://xn--72cz9dvb1cxc.net,1,1,60,Let's Encrypt,206,1,"Domain Protection Services, Inc.",28,1,2,0,0,net,0,2,2,0,0,0,128,0,0,0,0,1
https://weather.com,1,1,119,DigiCert Inc,11393,1,,19,1,0,0,0,com,0,2,13,1,1,1,13,1,1,0,1,1
https://booking.com,1,1,91,DigiCert Inc,10046,1,Booking.com B.V.,19,1,0,0,0,com,1,1,218,1,1,1,85,1,0,0,1,1
https://zenlogic.net,0,0,0,,4750,1,"Domains By Proxy, LLC",20,1,0,0,0,net,0,0,0,0,0,0,0,0,0,0,0,1
https://wiley.com,1,1,35,DigiCert Inc,11329,1,"John Wiley & Sons, Inc",17,1,0,0,0,com,0,1,140,1,1,1,2,1,1,0,1,1
https://anwap.today,0,0,0,,0,0,,19,1,0,0,0,today,0,0,0,0,0,0,0,0,0,0,0,1
https://ukdevilz.com,0,0,0,,2923,1,Statutory Masking for data privacy,20,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://rncdn7.com,0,0,0,,3783,1,REDACTED FOR PRIVACY,18,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://xfinity.com,1,1,173,COMODO CA Limited,8304,1,,19,1,0,0,0,com,0,0,0,0,0,0,0,1,0,0,0,1
https://xiaomi.com,1,1,72,"DigiCert, Inc.",8124,1,Xiaomi inc.,18,1,0,0,0,com,2,0,127,0,1,0,0,0,1,1,0,1
https://lgtvcommon.com,0,0,0,,2794,1,LG Electronics Inc.,22,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://betweendigital.com,1,1,108,Sectigo Limited,4847,1,,26,1,0,0,0,com,1,0,0,0,0,0,0,0,0,1,0,1
https://gazzetta.it,1,1,60,Let's Encrypt,10855,1,,19,1,0,0,0,it,1,4,580,1,1,0,2,0,0,0,0,1
https://pandora.com,1,1,156,DigiCert Inc,11617,1,"Pandora Media, LLC",19,1,0,0,0,com,0,0,7,1,1,1,0,1,0,0,0,1
https://ultimate-guitar.com,1,1,44,Google Trust Services,9501,1,,27,1,1,0,0,com,0,0,0,0,0,0,0,0,1,0,1,1
https://att.net,1,1,178,DigiCert Inc,11632,1,,15,1,0,0,0,net,0,2,475,1,1,0,8,1,1,1,1,1
https://exelator.com,1,1,274,GlobalSign nv-sa,6861,1,The Nielsen Company,20,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
https://tjsp.jus.br,1,1,329,Valid Certificadora Digital LTDA,6421,1,,19,2,0,0,0,br,4,0,84,1,0,0,0,0,0,0,0,1
https://akadns.net,0,0,0,,9655,1,"Akamai Technologies, Inc.",18,1,0,0,0,net,0,0,0,0,0,0,0,0,0,0,0,1
https://mp4moviez.holiday,0,0,0,,0,0,,25,1,0,0,0,holiday,0,0,0,0,0,0,0,0,0,0,0,1
https://xvideos2.com,0,0,0,,6499,1,Moniker Privacy Services,20,1,0,0,0,com,0,0,0,0,0,0,0,0,0,0,0,1
